,Occupation text,Area text,Job characteristic code
4151,First-line supervisors of construction trades and extraction workers,TN,91
4152,First-line supervisors of construction trades and extraction workers,TX,208
4153,First-line supervisors of construction trades and extraction workers,UT,44
4154,First-line supervisors of construction trades and extraction workers,VA,122
4155,First-line supervisors of construction trades and extraction workers,VT,8
4156,First-line supervisors of construction trades and extraction workers,WA,41
4157,First-line supervisors of construction trades and extraction workers,WI,164
4158,First-line supervisors of construction trades and extraction workers,WV,75
4159,First-line supervisors of construction trades and extraction workers,WY,13
4160,First-line supervisors of firefighting and prevention workers,AL,2
4161,First-line supervisors of firefighting and prevention workers,AR,2
4162,First-line supervisors of firefighting and prevention workers,FL,3
4163,First-line supervisors of firefighting and prevention workers,KY,2
4164,First-line supervisors of firefighting and prevention workers,LA,2
4165,First-line supervisors of firefighting and prevention workers,MS,2
4166,First-line supervisors of firefighting and prevention workers,NC,4
4167,First-line supervisors of firefighting and prevention workers,OK,2
4168,First-line supervisors of firefighting and prevention workers,OR,3
4169,First-line supervisors of firefighting and prevention workers,SC,3
4170,First-line supervisors of firefighting and prevention workers,TN,2
4171,First-line supervisors of firefighting and prevention workers,VA,3
4172,First-line supervisors of food preparation and serving workers,AK,12
4173,First-line supervisors of food preparation and serving workers,AL,48
4174,First-line supervisors of food preparation and serving workers,AR,30
4175,First-line supervisors of food preparation and serving workers,AZ,25
4176,First-line supervisors of food preparation and serving workers,CA,76
4177,First-line supervisors of food preparation and serving workers,CO,44
4178,First-line supervisors of food preparation and serving workers,CT,14
4179,First-line supervisors of food preparation and serving workers,DC,3
4180,First-line supervisors of food preparation and serving workers,DE,8
4181,First-line supervisors of food preparation and serving workers,FL,199
4182,First-line supervisors of food preparation and serving workers,GA,120
4183,First-line supervisors of food preparation and serving workers,HI,12
4184,First-line supervisors of food preparation and serving workers,IA,66
4185,First-line supervisors of food preparation and serving workers,ID,27
4186,First-line supervisors of food preparation and serving workers,IL,40
4187,First-line supervisors of food preparation and serving workers,IN,47
4188,First-line supervisors of food preparation and serving workers,KS,33
4189,First-line supervisors of food preparation and serving workers,KY,27
4190,First-line supervisors of food preparation and serving workers,LA,33
4191,First-line supervisors of food preparation and serving workers,MA,8
4192,First-line supervisors of food preparation and serving workers,MD,33
4193,First-line supervisors of food preparation and serving workers,ME,24
4194,First-line supervisors of food preparation and serving workers,MI,39
4195,First-line supervisors of food preparation and serving workers,MN,29
4196,First-line supervisors of food preparation and serving workers,MO,60
4197,First-line supervisors of food preparation and serving workers,MS,24
4198,First-line supervisors of food preparation and serving workers,MT,24
4199,First-line supervisors of food preparation and serving workers,NC,208
4200,First-line supervisors of food preparation and serving workers,ND,29
4201,First-line supervisors of food preparation and serving workers,NE,38
4202,First-line supervisors of food preparation and serving workers,NH,8
4203,First-line supervisors of food preparation and serving workers,NJ,11
4204,First-line supervisors of food preparation and serving workers,NM,28
4205,First-line supervisors of food preparation and serving workers,NV,16
4206,First-line supervisors of food preparation and serving workers,NY,63
4207,First-line supervisors of food preparation and serving workers,OH,54
4208,First-line supervisors of food preparation and serving workers,OK,24
4209,First-line supervisors of food preparation and serving workers,OR,30
4210,First-line supervisors of food preparation and serving workers,PA,87
4211,First-line supervisors of food preparation and serving workers,SC,124
4212,First-line supervisors of food preparation and serving workers,SD,25
4213,First-line supervisors of food preparation and serving workers,TN,36
4214,First-line supervisors of food preparation and serving workers,TX,86
4215,First-line supervisors of food preparation and serving workers,UT,31
4216,First-line supervisors of food preparation and serving workers,VA,138
4217,First-line supervisors of food preparation and serving workers,VT,20
4218,First-line supervisors of food preparation and serving workers,WA,26
4219,First-line supervisors of food preparation and serving workers,WI,62
4220,First-line supervisors of food preparation and serving workers,WV,90
4221,First-line supervisors of food preparation and serving workers,WY,18
4222,First-line supervisors of gambling services workers,NV,6
4223,First-line supervisors of housekeeping and janitorial workers,AK,3
4224,First-line supervisors of housekeeping and janitorial workers,AZ,3
4225,First-line supervisors of housekeeping and janitorial workers,CA,19
4226,First-line supervisors of housekeeping and janitorial workers,CO,18
4227,First-line supervisors of housekeeping and janitorial workers,CT,5
4228,First-line supervisors of housekeeping and janitorial workers,DC,5
4229,First-line supervisors of housekeeping and janitorial workers,FL,23
4230,First-line supervisors of housekeeping and janitorial workers,GA,9
4231,First-line supervisors of housekeeping and janitorial workers,HI,15
4232,First-line supervisors of housekeeping and janitorial workers,IA,18
4233,First-line supervisors of housekeeping and janitorial workers,ID,3
4234,First-line supervisors of housekeeping and janitorial workers,IL,12
4235,First-line supervisors of housekeeping and janitorial workers,IN,15
