Title,Agency,Department,SalaryDisplay,DocumentID,PositionID,Location,DateDisplay,WorkSchedule,WorkType,ClockDisplay,ShowMapIcon,LocationLatitude,LocationLongitude,HiringPath,LowGrade,HighGrade,JobGrade,LocationName,PositionLocationCount,PositionURI,Relocation,MinimumRange,PositionEndDate,SubAgency
INTELLIGENCE SPECIALIST,Department of the Air Force - Agency Wide,Department of the Air Force,"Starting at $103,690 (GG 13)",621200300,9L-DCIPS-11291032-419354-JB,"Joint Base Anacostia-Bolling, District of Columbia",Open 11/09/2021 to 11/16/2021,Full-time,Permanent,,True,38.83941,-77.01735,"[{'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",13,13,GG,"Joint Base Anacostia-Bolling, District of Columbia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621200300,True,103690.0,2021-11-16T23:59:59.9970,AFOSI PROC FRAUD OF
IT SPECIALIST (SYSADMIN),Air National Guard Units,Department of the Air Force,"Starting at $71,987 (GS 11)",612241900,MA-11217260-AF-21-102-021,"Otis ANG Base, Massachusetts",Open 11/05/2021 to 12/05/2021,Full-time,Permanent,,True,41.658,-70.5217,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",11,11,GS,"Otis ANG Base, Massachusetts",1,https://www.usajobs.gov:443/GetJob/ViewDetails/612241900,False,71987.0,2021-12-05T23:59:59.9970,102ISS
IT SPECIALIST (SYSADMIN) (TITLE 32),Air National Guard Units,Department of the Air Force,"Starting at $65,792 (GS 11)",615627800,IL-11245073-AF-21-299,"Peoria, Illinois",Open 09/28/2021 to 12/31/2021,Full-time,Permanent,,True,40.69214,-89.58776,"[{'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",11,11,GS,"Peoria, Illinois",1,https://www.usajobs.gov:443/GetJob/ViewDetails/615627800,False,65792.0,2021-12-31T23:59:59.9970,
Education Specialist (School Improvement),Bureau of Indian Education,Department of the Interior,"Starting at $77,488 (GS 12-13)",621503000,BIE-11292897-22-MMC,Multiple Locations,Open 11/09/2021 to 12/01/2021,Full-time,Permanent,,False,,,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'native', 'Tooltip': 'Jobs open to Native Americans or Alaskan Natives with a tribal affiliation.', 'IsSearchFilter': False}, {'Code': 'peace', 'Tooltip': 'Jobs open to those who have completed at least 1 year of service with Peace Corp or AmeriCorps Vista.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",12,13,GS,"Albuquerque, New Mexico",21,https://www.usajobs.gov:443/GetJob/ViewDetails/621503000,False,77488.0,2021-12-01T23:59:59.9970,Associate Deputy Director Tribally Controlled Schools / Albuquerque Education Resource Center
Veterans Service Representative (Authorization Quality Review Specialist),Veterans Benefits Administration,Department of Veterans Affairs,"Starting at $77,488 (GS 12)",621514700,354-22-CG-11292647-BU,"Reno, Nevada",Open 11/09/2021 to 12/01/2021,Full-time,Permanent,,True,39.5274,-119.813,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",12,12,GS,"Reno, Nevada",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621514700,False,77488.0,2021-12-01T23:59:59.9970,"Reno, NV VBA Regional Office"
Management and Program Analyst,Defense Logistics Agency,Department of Defense,"Starting at $58,535 (GS 9)",621804900,DLADispSvcs-22-11294815-MP,"Joint Base Lewis-McChord, Washington",Open 11/10/2021 to 11/21/2021,Full-time,Multiple Appointment Types,job-closing-in-7,True,47.0301666,-122.585762,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",9,9,GS,"Joint Base Lewis-McChord, Washington",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621804900,False,58535.0,2021-11-21T23:59:59.9970,
Supervisory Operations Research Analyst,U.S. Army Contracting Command,Department of the Army,"Starting at $112,548 (NH 4)",621938200,SCBK2166117440,"Redstone Arsenal, Alabama",Open 11/12/2021 to 11/26/2021,Full-time,Permanent,,True,34.6299,-86.6526,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",4,4,NH,"Redstone Arsenal, Alabama",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621938200,True,112548.0,2021-11-26T23:59:59.9970,
Lead Budget Analyst,U.S. Army Joint Munitions Command,Department of the Army,"Starting at $93,009 (GS 13)",618751700,NEAD214029785567,"Rock Island, Illinois",Open 11/03/2021 to 11/17/2021,Full-time,Permanent,job-closing-in-2,True,41.5115738,-90.57604,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",13,13,GS,"Rock Island, Illinois",1,https://www.usajobs.gov:443/GetJob/ViewDetails/618751700,False,93009.0,2021-11-17T23:59:59.9970,Security Assistance Management Directorate (SAMD)
Financial Management Analyst,National Institutes of Health,Department of Health And Human Services,"Starting at $103,690 (GS 13)",621670100,NIH-OD-MP-22-11286251,"Montgomery County, Maryland",Open 11/12/2021 to 11/16/2021,Full-time,Permanent,,True,39.1366,-77.20451,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",13,13,GS,"Montgomery County, Maryland",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621670100,False,103690.0,2021-11-16T23:59:59.9970,"Office of the Director, Office of Financial Management"
Pharmacy Technician,Veterans Health Administration,Department of Veterans Affairs,"Starting at $46,305 (GS 7)",620064500,CBTG-16559-11284019-22-SBL,"Murfreesboro, Tennessee",Open 11/02/2021 to 11/22/2021,Full-time,Permanent,job-closing-in-7,True,35.8444,-86.39434,"[{'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-excepted', 'Tooltip': 'Jobs open to current excepted service federal employees.', 'IsSearchFilter': False}]",7,7,GS,"Murfreesboro, Tennessee",1,https://www.usajobs.gov:443/GetJob/ViewDetails/620064500,False,46305.0,2021-11-22T23:59:59.9970,
IT SPECIALIST (SYSANALYSIS),Defense Logistics Agency,Department of Defense,"Starting at $92,143 (GS 13)",622302800,DLAJ6-22-11296094-MP,Multiple Locations,Open 11/16/2021 to 11/23/2021,Full-time,Multiple Appointment Types.,job-closing-in-7,False,,,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",13,13,GS,"Battle Creek, Michigan",8,https://www.usajobs.gov:443/GetJob/ViewDetails/622302800,False,92143.0,2021-11-23T23:59:59.9970,
Operations Research Analyst,Office of the Secretary of Health and Human Services,Department of Health And Human Services,"Starting at $103,690 (GS 13)",621060600,HHS-ASPR-DE-22-11283403,"District of Columbia, District of Columbia",Open 11/09/2021 to 12/07/2021,Full-time,Term,,True,38.89037,-77.03196,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",13,13,GS,"District of Columbia, District of Columbia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621060600,False,103690.0,2021-12-07T23:59:59.9970,Office of the Assistant Secretary for Preparedness and Response (ASPR)
Operations Research Analyst,Office of the Secretary of Health and Human Services,Department of Health And Human Services,"Starting at $103,690 (GS 13)",621060900,HHS-ASPR-MP-22-11283405,"District of Columbia, District of Columbia",Open 11/09/2021 to 12/07/2021,Full-time,13 Months,,True,38.89037,-77.03196,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'overseas', 'Tooltip': 'Jobs open to family members of a federal employee or uniformed service member who is or was, working overseas.', 'IsSearchFilter': False}, {'Code': 'fed-competitive', 'Tooltip': 'Jobs open to current or former competitive service federal employees.', 'IsSearchFilter': False}, {'Code': 'disability', 'Tooltip': 'Jobs open to those who are eligible under Schedule A.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}, {'Code': 'mspouse', 'Tooltip': 'Competitive service jobs that military spouses may be eligible to apply for.', 'IsSearchFilter': False}, {'Code': 'peace', 'Tooltip': 'Jobs open to those who have completed at least 1 year of service with Peace Corp or AmeriCorps Vista.', 'IsSearchFilter': False}, {'Code': 'special-authorities', 'Tooltip': 'Jobs open to those eligible under a special authority not listed above, but defined in the federal hiring regulations.', 'IsSearchFilter': False}, {'Code': 'vet', 'Tooltip': ""Jobs open to those eligible for veterans' preference or separated from the Armed Forces under honorable conditions after 3 years, or more, of continuous military service."", 'IsSearchFilter': False}]",13,13,GS,"District of Columbia, District of Columbia",1,https://www.usajobs.gov:443/GetJob/ViewDetails/621060900,False,103690.0,2021-12-07T23:59:59.9970,
Program Analyst,Veterans Health Administration,Department of Veterans Affairs,"Starting at $64,649 (GS 11)",618884000,CBTB-11274528-22-CC,"Columbia, South Carolina",Open 10/26/2021 to 11/17/2021,Full-time,Permanent,job-closing-in-2,True,33.99855,-81.04525,"[{'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}]",11,11,GS,"Columbia, South Carolina",1,https://www.usajobs.gov:443/GetJob/ViewDetails/618884000,False,64649.0,2021-11-17T23:59:59.9970,
Budget Analyst,Geological Survey,Department of the Interior,"Starting at $57,023 (GS 9)",622263500,USGS-SAC-22-11291660-IMP-SD,Multiple Locations,Open 11/16/2021 to 11/23/2021,Full-time,Permanent,job-closing-in-7,False,,,"[{'Code': 'fed-transition', 'Tooltip': 'Jobs open to ""surplus"" or ""displaced"" federal employees.', 'IsSearchFilter': False}, {'Code': 'fed-internal-search', 'Tooltip': 'Jobs only open to current federal employees of the agency.', 'IsSearchFilter': False}, {'Code': 'land', 'Tooltip': 'Jobs open to certain current or former term or temporary federal employees of a land or base management agency.', 'IsSearchFilter': False}]",9,9,GS,"Cook, Washington",2,https://www.usajobs.gov:443/GetJob/ViewDetails/622263500,False,57023.0,2021-11-23T23:59:59.9970,
SUPERVISORY IT SPECIALIST (PLCYPLN) (Title 32),Air National Guard Units,Department of the Air Force,"Starting at $92,143 (GS 13)",615797400,IL-11245793-AF-21-305,"Springfield, Illinois",Open 09/29/2021 to 12/31/2021,Full-time,Permanent,,True,39.8010559,-89.64361,"[{'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",13,13,GS,"Springfield, Illinois",1,https://www.usajobs.gov:443/GetJob/ViewDetails/615797400,True,92143.0,2021-12-31T23:59:59.9970,
SUPERVISORY IT SPECIALIST (PLCYPLN) (TITLE 32),Air National Guard Units,Department of the Air Force,"Starting at $92,143 (GS 13)",616768700,IL-11246883-AF-21-315,"Peoria, Illinois",Open 10/07/2021 to 12/31/2021,Full-time,Permanent,,True,40.69214,-89.58776,"[{'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",13,13,GS,"Peoria, Illinois",1,https://www.usajobs.gov:443/GetJob/ViewDetails/616768700,False,92143.0,2021-12-31T23:59:59.9970,
IT SPECIALIST (CUSTSPT) (TITLE 32),Air National Guard Units,Department of the Air Force,"Starting at $54,217 (GS 9-11)",617345200,IL-11257271-AR-21-333,"Scott AFB, Illinois",Open 10/14/2021 to 12/31/2021,Full-time,Permanent,,True,38.5483,-89.8714,"[{'Code': 'nguard', 'Tooltip': 'Jobs open to current National Guard members or a transitioning military member.', 'IsSearchFilter': False}, {'Code': 'public', 'Tooltip': 'Jobs open to U.S. Citizens, Nationals or those who owe allegiance to the U.S.', 'IsSearchFilter': False}]",9,11,GS,"Scott AFB, Illinois",1,https://www.usajobs.gov:443/GetJob/ViewDetails/617345200,True,54217.0,2021-12-31T23:59:59.9970,
